lipid,logFC,logCPM,LR,PValue,FDR,Transition,type,abe_average,veh_average,Blank,veh_N3,Abe_N3,veh_N4,Abe_N4,veh_N5,Abe_N5,veh_N6,Abe_N6,veh_N7,Abe_N7
1_Alanine,0.013162605,7.551718357,0.005495812,0.940903967,0.9988429,88 -> 42,neg1,1224.036085,1222.988087,1224.040081,1225.920078,1218.800091,1224.200085,1224.76009,1220.060093,1227.300079,1224.060101,1222.640079,1220.700081,1226.680084
1_Allantoin,0.01160138,7.553484312,0.004269555,0.947901834,0.9988429,157 -> 114,neg1,1225.352084,1225.592091,1221.180088,1223.460094,1218.860077,1231.520092,1221.58009,1221.300091,1227.040081,1233.160095,1220.840092,1218.520081,1238.440079
1_Anthranilic acid,-0.009664808,7.570104836,0.002963915,0.956583133,0.9988429,136 -> 92.1,neg1,1231.756089,1250.304092,1222.940094,1280.960098,1220.400089,1264.480091,1237.160091,1241.060101,1223.720097,1235.780087,1223.040085,1229.240082,1254.460083
1_Arginine,0.016951294,7.747429719,0.009139806,0.923836412,0.9988429,173.1 -> 156.1,neg2,1404.548099,1399.636099,1397.12011,1401.580101,1392.960098,1402.340103,1404.7201,1403.5201,1406.3801,1394.880089,1400.000099,1395.860104,1418.680096
1_Argininosuccinic acid,0.01269717,8.54941476,0.005169228,0.942683604,0.9988429,289.1 -> 271.1,neg1,2445.728174,2444.424165,2446.460186,2442.860157,2438.74017,2451.320175,2447.360176,2439.540157,2449.040165,2448.460171,2443.600185,2439.940166,2449.900173
1_Asparagine,0.014321319,7.746701191,0.006523691,0.935625368,0.9988429,131 -> 114,neg2,1402.4481,1400.144102,1396.980103,1399.460106,1398.320107,1403.680103,1408.560097,1397.480095,1403.960091,1406.140106,1403.320095,1393.960102,1398.080112
1_Atenolol,0.009996843,7.743444376,0.003178583,0.955039947,0.9988429,265.2 -> 150.1,neg2,1396.844095,1398.720102,1397.460087,1400.620102,1391.280098,1401.500099,1396.340092,1397.500103,1400.600094,1397.600101,1396.92009,1396.380104,1399.080101
1_ATP,0.01299238,7.5506668,0.005354489,0.941667357,0.9988429,506 -> 408,neg1,1222.964085,1222.068082,1224.12009,1224.320087,1218.620075,1221.460075,1224.78009,1219.240089,1224.460087,1225.500084,1223.10009,1219.820076,1223.860081
1_Bilirubin,0.011713038,7.743583062,0.004363631,0.947331818,0.9988429,583.3 -> 285.1,neg2,1397.924106,1398.136098,1396.480095,1401.300095,1391.620102,1401.320103,1400.540112,1397.900085,1403.800098,1394.980095,1394.540115,1395.180111,1399.120102
1_Caffeine,0.006477152,7.748591443,0.001334469,0.97085945,0.9988429,193.1 -> 178,neg2,1400.684097,1405.956097,1397.420097,1406.300106,1396.200092,1404.740108,1396.080097,1404.760098,1401.440098,1411.580082,1395.840103,1402.400093,1413.860096
1_cAMP,0.014087701,7.552670708,0.006295553,0.936758595,0.9988429,328 -> 134,neg1,1225.168086,1223.352083,1225.420086,1228.340076,1223.700089,1220.960098,1227.080086,1224.580082,1230.260094,1223.220081,1221.680088,1219.660076,1223.120075
1_Caprylic acid,-0.003895616,7.554491705,4.81E-04,0.982495911,0.9988429,145.1 -> 89.1,pos2,1212.832088,1225.628082,1294.340088,1160.600071,1135.360085,1149.800087,1168.620094,1257.560093,1206.740074,1351.520081,1171.960087,1208.660076,1381.480103
1_Carotene,-0.082703467,7.598512882,0.217062345,0.641287438,0.9988429,536.4 -> 445.4,pos2,1216.532086,1299.000093,1327.600079,1260.320084,1165.620075,1240.580093,1254.920094,1425.420097,1301.820091,1314.680099,1158.440086,1254.000092,1201.860085
1_CDP,0.010314399,7.552817249,0.003374774,0.953674707,0.9988429,402 -> 158.9,neg1,1223.90009,1225.26009,1223.680088,1223.520088,1219.560089,1230.520092,1224.26009,1221.980091,1227.080086,1224.520088,1221.5201,1225.76009,1227.080086
1_Cholesterol,-0.091604618,8.331941921,0.268626174,0.604254839,0.9988429,369.4 -> 161.1,pos2,2082.244143,2235.132155,1566.14011,2327.16016,2061.300148,2052.28014,1948.580132,2270.480179,1984.500145,2200.180145,1742.840122,2325.56015,2674.000168
1_Citalopram,0.028900954,7.627112059,0.026525905,0.87062256,0.9988429,325.2 -> 262.1,pos2,1301.260093,1285.968089,1247.080101,1298.980087,1241.880096,1425.800098,1238.900089,1229.960079,1375.300095,1275.340092,1323.680092,1199.76009,1326.540092
1_Citric acid; 1_Isocitrate,0.012716683,8.750006675,0.005192453,0.942555214,0.9988429,191 -> 111,neg2,2812.600205,2811.10819,2794.260174,2815.440189,2821.220211,2809.80019,2809.060223,2803.660198,2827.860203,2805.740189,2805.4202,2820.900185,2799.440189
1_Citrulline,0.004861402,7.758958433,7.52E-04,0.978125073,0.9988429,174.1 -> 131.1,neg2,1410.020099,1416.960094,1407.040108,1434.880096,1406.180092,1406.3801,1414.580097,1405.820084,1409.940098,1417.980095,1409.12011,1419.740097,1410.280098
1_Creatine,0.013569598,7.549893345,0.005840763,0.93908107,0.9988429,130.1 -> 112,neg1,1222.572084,1221.184086,1223.280083,1222.660088,1219.18008,1220.640091,1224.060093,1218.520088,1225.220085,1224.420086,1220.920082,1219.680077,1223.48008
1_Creatinine,0.010469648,7.744981852,0.003486423,0.952915518,0.9988429,112.1 -> 68,neg2,1398.4881,1399.904095,1399.720097,1404.180088,1394.440109,1402.140091,1398.140099,1394.960094,1402.640099,1400.680096,1396.5401,1397.560104,1400.680092
1_Cryptoxanthin,-0.17074241,10.62010861,0.942181151,0.331717536,0.9988429,552.4 -> 551.4,pos2,10608.71675,11925.29281,1170.580074,18304.5413,1943.000153,10714.5008,1567.000111,11999.50076,1753.980118,9919.540661,1202.080097,8688.380535,46577.52328
1_CTP,0.014250843,7.552332052,0.006442185,0.936027908,0.9988429,482 -> 159,neg1,1225.044092,1223.076094,1224.280083,1223.760086,1222.42009,1222.220097,1227.000092,1224.62009,1226.460094,1223.760098,1222.360088,1221.0201,1226.980095
1_Cytidine,0.013064708,7.742034447,0.005428709,0.941265196,0.9988429,242.1 -> 110,neg2,1396.6041,1395.512104,1399.540108,1399.500111,1391.380096,1398.520103,1396.120098,1392.980095,1401.400097,1393.880112,1396.300098,1392.680099,1397.82011
1_D-(-)-Arabinose; 2_D-(+)-Xylose; 1_L-(+)-Arabinose; 1_Ribose; 1_Ribulose,0.008551914,9.909784509,0.002360597,0.961249244,0.9988429,149 -> 71,neg1,6289.832445,6304.456441,6125.260448,6235.800434,6343.100449,6320.320442,6339.820457,6342.180435,6301.600433,6335.740448,6176.820446,6288.240444,6287.820438
1_D-(+)-Xylose,0.009748101,7.557208117,0.003014553,0.956214195,0.9988429,149 -> 77,neg1,1227.092085,1228.928087,1230.62009,1234.360081,1223.820084,1231.540081,1222.520084,1226.660099,1232.500088,1225.980095,1220.520092,1226.100079,1236.100079
1_D-Biotin,0.010043613,7.742930486,0.003208374,0.954829973,0.9988429,243.1 -> 200.1,neg2,1396.384098,1398.212099,1396.840103,1402.460106,1391.160103,1401.500099,1396.780098,1395.280098,1399.780094,1396.260098,1395.040096,1395.560097,1399.160099
1_D-Erythrose 4-phosphate,0.010432981,7.745218005,0.003462051,0.953080187,0.9988429,199 -> 97,neg2,1398.604099,1400.040097,1401.000092,1401.980103,1393.020096,1402.98011,1398.2201,1395.060093,1401.480103,1398.160088,1395.840099,1402.020092,1404.460098
1_D-Fructose 6-phosphate,0.010664338,8.751504895,0.003651722,0.951813581,0.9988429,259 -> 97,neg2,2813.788197,2816.232196,2795.320213,2818.420189,2800.760193,2822.080193,2807.980186,2809.620186,2817.100201,2814.880211,2814.540199,2816.160202,2828.560204
1_D-Galactose,0.005433513,7.556125259,9.37E-04,0.97558577,0.9988429,179.1 -> 91,neg1,1224.832087,1230.360089,1224.740078,1243.460087,1218.960087,1225.900089,1225.720093,1226.840088,1227.180073,1230.780094,1221.800095,1224.820087,1230.500088
1_D-Glucose; 1_D-(+)-Mannose; 1_D-Fructose,-0.022116607,9.682970843,0.015778844,0.900037584,0.9988429,179.1 -> 89,neg1,5469.132388,5598.096402,3737.12027,5399.980427,5939.860424,5540.040386,6194.400452,5560.28038,5365.160355,5790.40044,4395.400307,5699.780376,5450.840401
1_D-Lactose,0.006596782,7.55697012,0.001380539,0.970360937,0.9988429,341.1 -> 143,neg1,1225.908089,1230.440085,1226.740089,1231.98008,1219.840076,1227.540089,1225.680099,1228.480076,1227.280094,1234.820091,1225.680092,1229.380089,1231.060085
1_D-Mannitol,0.012110285,8.552416526,0.004702522,0.945327968,0.9988429,181.1 -> 163.1,neg1,2450.600172,2450.232171,2449.340164,2445.900166,2438.220169,2467.940159,2454.260162,2437.040176,2449.440178,2448.58017,2443.10017,2451.700184,2467.980183
1_D-Ribulose 5-phosphate,0.009376277,7.747186544,0.00279635,0.957827097,0.9988429,229 -> 139,neg2,1400.4761,1402.952096,1398.300117,1413.320099,1392.640091,1410.060097,1400.7001,1397.040085,1406.880104,1396.500107,1396.720112,1397.840092,1405.440094
1_D-Sorbitol,0.012983511,7.56835938,0.005348728,0.941698694,0.9988429,181.1 -> 73,neg1,1239.724088,1238.796094,1223.280079,1236.140091,1230.560093,1256.900097,1244.560089,1234.500095,1250.520088,1237.780098,1230.600082,1228.660088,1242.380085
1_D-Xylulose 5-phosphate,0.013792769,7.746362385,0.00605102,0.93799645,0.9988429,229 -> 161,neg2,1401.8841,1400.084093,1396.600101,1407.340096,1391.640095,1402.66008,1404.360096,1395.800098,1406.0201,1396.340092,1404.400101,1398.280102,1403.000107
1_D(-)-hydroxy butyric acid,-0.023951875,7.901119707,0.018284814,0.892436866,0.9988429,103 -> 59,neg2,1553.648109,1592.412115,1427.060101,1585.380116,1638.780102,1659.800129,1534.360119,1531.980103,1519.3601,1546.720116,1446.620106,1638.180111,1629.120117
1_Dihydroxyacetone phosphate; 1_Glyceraldehyde 3-phosphate,0.009171838,8.749485508,0.002701067,0.958551169,0.9988429,169 -> 97,neg2,2807.2042,2812.548202,2803.460213,2832.220207,2790.640175,2815.900196,2803.60022,2805.5602,2807.760201,2805.020203,2804.380211,2804.040203,2829.640194
1_Diphenylamine,-0.044933637,7.881458395,0.064334983,0.799771051,0.9988429,168.1 -> 166.1,neg2,1522.440105,1583.448109,1396.320107,1591.000114,1547.860115,1577.940109,1543.120106,1591.760113,1522.100109,1593.720112,1433.400097,1562.820095,1565.7201
1_DL-3,0.014564662,7.559124277,0.006729799,0.9346186,0.9988429,183 -> 139,neg1,1231.716087,1229.472086,1222.760086,1242.780075,1238.060089,1236.900097,1231.380081,1219.42009,1237.68008,1228.740093,1219.680084,1219.520077,1231.780098
1_DL-Homoserine,0.012250546,7.742180226,0.004773221,0.944919175,0.9988429,118.1 -> 100,neg2,1396.788096,1396.468096,1395.540108,1400.020103,1389.820091,1399.020103,1398.280098,1393.400085,1402.480095,1394.740089,1392.740093,1395.160099,1400.620102
1_Dulcitol (i.e. Galactitol),0.007396747,7.561052396,0.001735789,0.966767507,0.9988429,181.1 -> 101,neg1,1230.372084,1234.248085,1223.800072,1232.62009,1231.180084,1227.660076,1231.820084,1240.480087,1232.920086,1237.900089,1224.84008,1232.580082,1231.100086
1_Elaidic acid,0.011855399,7.554912626,0.004458641,0.946762373,0.9988429,281.2 -> 96,neg1,1226.356089,1226.416087,1225.220097,1227.040085,1222.040089,1226.94009,1228.800095,1225.320087,1228.200081,1227.520088,1224.080086,1225.260082,1228.660095
1_FAD,0.011585286,7.606206721,0.004260936,0.947954371,0.9988429,784.1 -> 784,neg1,1270.28409,1270.592089,1273.640087,1272.360085,1267.480095,1268.660088,1272.100082,1269.800095,1270.340088,1274.620098,1269.460091,1267.520081,1272.040092
1_FMN,-0.031107726,8.052568012,0.030890936,0.860483931,0.9988429,455.1 -> 213,pos1,1712.020128,1762.56812,1688.640118,1929.52013,1833.220146,1649.940117,1604.580128,1531.58012,1571.140114,1845.520103,1469.960102,1856.280128,2081.20015
1_Folic acid,0.013655337,7.750098432,0.005931357,0.938611371,0.9988429,440.1 -> 396.1,neg2,1405.9001,1404.204098,1396.080097,1405.760098,1399.660103,1405.660095,1403.640095,1401.760094,1412.840099,1408.660099,1401.540104,1399.180103,1411.820099
1_Fumaric acid,0.012159519,8.742852515,0.004747174,0.945069427,0.9988429,115 -> 85,neg2,2796.604198,2796.164187,2796.000198,2804.720188,2786.360188,2801.800182,2796.480206,2789.080196,2802.120201,2792.900185,2795.820202,2792.320183,2802.240196
1_gabapentin,-0.058461099,7.889928193,0.108911991,0.741386234,0.9988429,174.1 -> 93.1,pos2,1525.552104,1601.952114,1389.260094,1871.620129,1384.900097,1684.040134,1278.900089,1493.080097,1459.780117,1422.340103,1786.640099,1538.680107,1717.540119
1_GDP,0.012476339,7.551330072,0.004937583,0.943980401,0.9988429,444 -> 152.1,pos1,1404.680097,1379.248099,1349.580101,1310.460091,1545.780106,1369.160099,1340.320091,1602.140118,1346.840088,1278.140087,1407.300106,1336.340099,1383.160095
1_GDP,0.012476339,7.551330072,0.004937583,0.943980401,0.9988429,442 -> 344,neg1,1222.660089,1222.196085,1231.140095,1224.420086,1218.520088,1224.400085,1222.700089,1220.220081,1224.640095,1222.820087,1221.740086,1219.120083,1225.700089
1_Glutamic acid,0.016956686,7.762496684,0.009147599,0.923804047,0.9988429,146 -> 128,neg2,1420.9921,1415.980103,1395.62009,1427.980103,1428.040108,1418.460098,1400.880096,1400.320107,1416.740101,1416.460098,1410.700089,1416.680107,1448.600105
1_Glutamine,-0.021711402,7.973368282,0.015037862,0.902400919,0.9988429,145.1 -> 127.1,neg2,1644.960116,1683.500119,1399.500099,1606.420113,1657.640114,1672.640114,1641.380123,1786.940136,1600.020115,1691.960117,1587.160114,1659.540115,1738.600113
1_Glyceric acid,0.006956081,7.553242448,0.001534934,0.968748288,0.9988429,105 -> 75,neg1,1222.892088,1227.108088,1223.440086,1222.42009,1220.300087,1221.500088,1229.300095,1225.720089,1223.520092,1228.780083,1219.380085,1237.12009,1221.960083
1_Glycerol,0.012014975,7.74270159,0.004591443,0.945976538,0.9988429,91 -> 59,neg2,1397.140096,1397.052097,1396.420101,1402.600098,1390.240101,1398.7201,1396.460102,1393.720093,1406.060085,1394.5201,1393.060093,1395.700096,1399.880096
1_Glycine,0.063531625,7.6973266,0.12829872,0.720202547,0.9988429,76 -> 48,pos1,1383.472099,1335.160094,1296.820091,1348.440094,1300.240089,1318.440094,1511.64011,1391.340099,1403.060097,1280.480083,1415.560108,1337.100098,1286.860092
1_Glycolic acid,-0.015064123,7.711347715,0.007214702,0.932309569,0.9988429,75 -> 73,neg2,1355.536095,1381.128101,1353.800091,1401.8601,1349.240097,1356.960098,1354.020096,1353.520107,1361.300102,1396.780094,1355.960091,1396.520107,1357.160091
1_GTP,0.015292752,7.550596665,0.007418414,0.931362904,0.9988429,522 -> 424,neg1,1223.908086,1221.048086,1223.880089,1223.020081,1218.90007,1220.860092,1224.140102,1218.840088,1225.360085,1222.260075,1222.000088,1220.260094,1229.140083
1_Guanine,0.001396752,8.177717154,6.24E-05,0.993698799,0.9988429,152 -> 135,pos1,1916.288139,1926.96813,1593.020111,1769.580132,1546.360111,2174.060146,1543.5201,2331.280144,1914.10014,1797.640121,1514.280106,1562.280109,3063.180241
1_Guanosine,0.013462598,7.551062081,0.005749124,0.939559934,0.9988429,282.1 -> 150,neg1,1223.620088,1222.30409,1223.460087,1225.500092,1218.960083,1220.760086,1224.420094,1219.160095,1224.580082,1222.900085,1219.860088,1223.200092,1230.280094
1_Hexanoylcarnitine,0.10506488,7.665683097,0.350650981,0.553744857,0.9988429,260.2 -> 201.1,pos2,1367.4241,1281.904092,1319.700085,1401.420094,1414.320095,1294.980091,1560.340111,1182.960087,1401.980118,1284.920101,1170.980083,1245.240086,1289.500095
1_Histidine,0.012390339,7.77018677,0.004884681,0.944280818,0.9988429,154.1 -> 137,neg2,1426.496099,1425.948102,1402.040104,1439.780094,1408.120098,1434.140114,1438.840103,1418.620098,1423.360096,1422.060101,1406.140095,1415.140102,1456.020103
1_Homocysteine,0.013191485,7.744906882,0.005534815,0.940695021,0.9988429,134 -> 33,neg2,1399.864096,1398.660099,1398.160107,1403.720104,1391.940086,1399.980099,1398.740097,1395.920094,1401.840099,1396.700108,1406.800095,1396.980091,1400.000103
1_hydrocortisone,0.01190176,7.742095974,0.004505288,0.946485026,0.9988429,361.2 -> 331.2,neg2,1396.516103,1396.544096,1395.580101,1400.94009,1390.920105,1399.280098,1396.940102,1392.540092,1398.920109,1395.960098,1396.220104,1394.000103,1399.580093
1_Hydroxybupropion,-0.1595447,7.814448314,0.810038959,0.368108733,0.9988429,256.1 -> 238.1,pos2,1395.192101,1570.98811,1331.820087,1836.900127,1362.960098,1712.160122,1395.780109,1496.8801,1369.340092,1520.220104,1283.040096,1288.780094,1564.840107
1_Hypotaurine,0.0106848,7.74542116,0.003631219,0.951948882,0.9988429,108 -> 81.8,neg2,1396.428094,1396.964098,1397.240097,1401.500099,1391.980103,1399.260101,1397.260086,1393.700096,1399.820095,1394.900101,1394.62009,1395.460091,1398.460098
1_Hypotaurine,0.0106848,7.74542116,0.003631219,0.951948882,0.9988429,108 -> 65,neg2,1399.236101,1400.444103,1398.020096,1406.000095,1393.580093,1404.680111,1399.320099,1395.8601,1405.240105,1395.760101,1396.940102,1399.920109,1401.100105
1_Inosine,0.009658979,7.555170211,0.002959613,0.956614626,0.9988429,267.1 -> 135,neg1,1225.688086,1227.588087,1225.260082,1229.960072,1217.820087,1233.660099,1223.060089,1221.360092,1226.620079,1225.440083,1223.760086,1227.520092,1237.180088
1_ketoisovaleric acid,0.012260844,7.741699995,0.004781218,0.944873127,0.9988429,115 -> 114,neg2,1396.304095,1395.988103,1395.160099,1399.200104,1391.180096,1398.260109,1396.300091,1392.500103,1398.440102,1395.340096,1397.26009,1394.640102,1398.340099
1_Kynurenine,0.012517629,7.548716368,0.004970173,0.943796137,0.9988429,207.1 -> 190.1,neg1,1221.004088,1220.512088,1223.520088,1223.560081,1216.160095,1218.820095,1221.400082,1220.500088,1223.560085,1220.000092,1221.220089,1219.680084,1222.680088
1_L-(-)-3-Phenyllactic acid,0.009899093,7.744876657,0.003116788,0.955478666,0.9988429,165.1 -> 147,neg2,1398.284093,1400.2641,1397.820103,1406.500107,1396.920097,1403.740093,1396.480095,1393.340099,1398.520092,1402.760098,1399.42009,1394.980103,1400.080093
1_L-Arabitol; 2_Ribitol; 2_Xylitol,0.013924362,9.136857586,0.006239317,0.937041097,0.9988429,151.1 -> 71,neg1,3677.744257,3672.632263,3674.500244,3674.620266,3660.800259,3663.64027,3677.900257,3667.420258,3686.080242,3670.000263,3673.500259,3687.480259,3690.440269
1_L-Aspartic Acid,0.012650343,7.743344197,0.005089935,0.943124154,0.9988429,132 -> 115,neg2,1398.176099,1397.488101,1395.900105,1404.660099,1395.480095,1398.100109,1399.280102,1396.600098,1401.040108,1394.600101,1395.460098,1393.480099,1399.620094
1_L-Carnitine,-0.145653181,8.828801424,0.68156538,0.409048212,0.9988429,162.1 -> 102.1,pos2,2973.588212,3313.448232,1257.380081,2223.040142,3192.360241,3619.920231,3278.980217,3783.640297,3616.00024,3692.360271,1701.12014,3248.280216,3079.480221
1_L-Dihydroorotic acid,0.010749865,7.748335015,0.003675732,0.951655623,0.9988429,157 -> 113,neg2,1402.400095,1403.540097,1398.040092,1416.140095,1397.28009,1401.580112,1397.78009,1395.520081,1406.460094,1407.620102,1400.160095,1396.840096,1410.320103
1_L-Glutamate,0.021456886,7.758483101,0.014646438,0.903673239,0.9988429,146.1 -> 128,neg2,1418.7481,1409.400102,1395.96011,1400.680111,1408.680103,1409.400105,1432.900093,1418.960106,1440.940109,1409.760098,1400.980103,1408.200092,1410.240093
1_L-Lysine,-0.269672559,11.72505366,2.351229632,0.125184228,0.9988429,147.1 -> 130.1,pos1,21787.94547,26508.36196,2050.320148,27855.70218,18364.68136,21729.12145,21200.24166,25949.94185,29506.12177,24771.64211,25742.98175,32235.40221,14125.7008
1_L-Phenylalanine,0.009902592,7.786774275,0.003120826,0.95544987,0.9988429,164.1 -> 147,neg2,1443.544109,1445.584103,1399.960087,1466.46011,1454.840103,1430.08009,1448.62011,1444.980114,1449.280113,1446.840099,1421.740108,1439.560104,1443.240108
1_L-Serine,0.006222731,7.783605239,0.001232286,0.971996864,0.9988429,104 -> 74,neg2,1437.624102,1443.240102,1406.360104,1438.180099,1431.3601,1453.400108,1473.940113,1434.060104,1421.120102,1427.060097,1412.020096,1463.500103,1449.680099
1_L-Threonine,-0.03571644,7.695220127,0.040554139,0.840400997,0.9988429,118.1 -> 74,neg1,1342.272098,1387.276099,1224.420086,1367.840096,1380.280102,1470.900105,1357.540096,1373.600105,1313.860096,1343.260094,1305.300098,1380.780098,1354.380096
1_L-Tryptophan,0.010225794,7.557037824,0.003317234,0.954070887,0.9988429,203.1 -> 159.1,neg1,1227.184087,1228.656089,1229.780087,1231.440083,1235.640087,1225.900089,1227.020092,1234.760082,1224.640087,1229.440094,1221.840088,1221.740097,1226.780083
1_L-Tyrosine,-0.030006127,7.607176694,0.028585567,0.865739482,0.9988429,180.1 -> 163,neg1,1258.132088,1295.164092,1222.620083,1259.880089,1266.500084,1279.260086,1256.040089,1305.540104,1252.520088,1340.78009,1242.220085,1290.360092,1273.380096
1_Lactic acid,-0.004505812,7.83834623,6.47E-04,0.979713727,0.9988429,89 -> 45,neg2,1493.160112,1510.036105,1408.540092,1484.12011,1545.040115,1496.3801,1469.000114,1510.820099,1471.940113,1503.180115,1431.180107,1555.680103,1548.64011
1_Lauric acid,0.011956701,7.742467662,0.004546993,0.946238276,0.9988429,199.2 -> 176.6,neg2,1396.788098,1396.764097,1397.060108,1400.7201,1392.180092,1398.820095,1397.540096,1393.660099,1399.820099,1395.960094,1395.420109,1394.660095,1398.980095
1_Malic acid,0.01022533,7.745385333,0.003325637,0.954012814,0.9988429,133 -> 115,neg2,1399.096098,1400.740102,1396.840096,1402.220112,1394.660103,1404.560097,1400.2201,1393.040096,1400.440102,1401.260101,1397.620094,1402.620106,1402.540089
1_Maltose; 1_Sucrose,0.011274276,8.552741214,0.00407569,0.94909673,0.9988429,341.1 -> 179.1,neg1,2450.604169,2451.736171,2447.860176,2467.260162,2438.320168,2455.300171,2447.900177,2442.760162,2458.220161,2452.140179,2453.620178,2441.220181,2454.960163
1_Margaric acid,0.115964264,8.628348371,0.431430884,0.511287669,0.9988429,271.3 -> 71.1,pos1,2752.700189,2554.312187,1938.92012,4123.420296,1566.700104,2347.920139,2234.340172,2192.520176,2560.62014,2338.980183,1826.640118,1768.720142,5575.200413
1_meso-Erythritol,0.011854953,7.54955067,0.004457931,0.946766606,0.9988429,121.1 -> 89,neg1,1221.536085,1221.600082,1223.240074,1225.060078,1217.42009,1220.800087,1222.620087,1219.400085,1223.380081,1222.980083,1220.300083,1219.760078,1223.960083
1_Methionine,0.013076025,7.74221861,0.005438156,0.941214204,0.9988429,148 -> 100,neg2,1397.1281,1396.028099,1396.340103,1401.240105,1390.500088,1396.540096,1397.280106,1392.860096,1400.320095,1394.360107,1399.300102,1395.140091,1398.240108
1_myo-Inositol,0.012871546,7.551483596,0.005255442,0.942208442,0.9988429,179.1 -> 161,neg1,1223.848079,1223.060086,1222.400085,1226.820084,1219.82008,1220.400093,1231.800083,1220.480072,1223.920074,1227.160091,1221.82008,1220.44009,1221.880077
1_NAD,0.016135944,7.60214198,0.008265248,0.927561396,0.9988429,662.1 -> 540.1,neg1,1268.980092,1265.276093,1267.400089,1268.480091,1263.580093,1263.900085,1266.400089,1264.640095,1278.800102,1266.140099,1263.740082,1263.220093,1272.380093
1_NADH,0.012237003,7.601960051,0.004753539,0.945032674,0.9988429,664.1 -> 408,neg1,1267.096088,1266.828089,1267.280083,1268.460094,1262.620083,1266.640083,1269.860088,1264.700092,1269.500092,1270.10009,1265.460091,1264.240086,1268.040089
1_NADP,0.013360381,7.60380132,0.00566652,0.939994887,0.9988429,742.1 -> 620,neg1,1269.296087,1268.04809,1267.980083,1271.320084,1269.42009,1271.140095,1270.800083,1265.560093,1274.300095,1266.520088,1264.940083,1265.700089,1267.020084
1_NADPH,0.013783933,7.602641209,0.006031397,0.938096866,0.9988429,744.1 -> 408,neg1,1268.492091,1266.872087,1266.660091,1271.300087,1268.020088,1264.880081,1267.560104,1264.880089,1273.360092,1268.800102,1265.640083,1264.500076,1267.880085
1_Nonanoic acid,-0.023255451,7.725573603,0.017194734,0.895673504,0.9988429,159.1 -> 103.1,pos2,1354.808099,1387.888098,1473.220097,1321.300087,1255.760094,1279.340092,1355.880096,1466.100109,1372.080093,1529.580112,1329.940098,1343.12009,1460.380116
1_O-Phosphoethanolamine,0.015334148,7.550865866,0.007458569,0.931177855,0.9988429,140 -> 79,neg1,1223.448084,1220.564085,1230.92009,1220.840076,1220.800091,1220.48008,1226.660084,1217.140083,1225.180088,1225.44009,1220.940079,1218.920097,1223.66008
1_Ornithine,-0.066592241,7.776087025,0.141102667,0.707187264,0.9988429,133.1 -> 116.1,pos1,1397.872092,1475.832108,1362.000103,1346.460087,1405.440086,1629.860119,1395.980099,1540.880127,1299.700077,1326.960091,1409.580101,1535.000114,1478.660095
1_Oxaloacetate,0.004599202,7.768038481,6.73E-04,0.979303253,0.9988429,131 -> 87,neg2,1420.100102,1427.172102,1404.840099,1430.060101,1399.520103,1429.820099,1409.880093,1423.7001,1408.340107,1425.260101,1406.340099,1427.020111,1476.420109
1_Oxoglutaric acid,0.03141064,7.654849247,0.031341301,0.859481098,0.9988429,145 -> 100.9,neg1,1320.204092,1302.508092,1343.580097,1293.78009,1276.740086,1294.76009,1275.860104,1302.920086,1363.920097,1323.180107,1360.62009,1297.900085,1323.880085
1_Palmitic acid,0.015337496,7.553005581,0.007462183,0.931161222,0.9988429,255.2 -> 80,neg1,1226.196084,1223.292089,1223.800079,1227.320091,1221.660088,1220.98008,1226.520084,1221.220085,1225.460079,1226.200096,1224.100086,1220.740093,1233.240082
1_Palmitoleic acid,0.011671228,7.556603347,0.004321278,0.947587671,0.9988429,253.2 -> 71,neg1,1227.452084,1227.656087,1229.460087,1231.640087,1220.820084,1230.640091,1225.920082,1226.040081,1229.840084,1227.840092,1224.60009,1222.120083,1236.080082
1_Pantothenic acid,0.010386221,7.723568555,0.003430866,0.953291745,0.9988429,218.1 -> 146.1,neg1,1393.864095,1395.1481,1223.300098,1402.180096,1465.560101,1384.480099,1446.080101,1401.0201,1402.020092,1400.700096,1243.34008,1387.360107,1412.320099
1_Phosphoenol pyruvate; 2_phosphoenol pyruvate,0.012643735,7.552009687,0.005071036,0.943229662,0.9988429,167 -> 79,neg1,1223.504088,1222.900085,1229.760086,1225.800091,1220.080082,1221.040077,1223.980083,1220.660084,1226.800087,1224.880081,1221.800095,1222.120094,1224.860092
1_Phosphoenol pyruvate; 2_phosphoenol pyruvate,0.012643735,7.552009687,0.005071036,0.943229662,0.9988429,167 -> 79,neg2,1398.488102,1400.000102,1404.940098,1404.560097,1392.900101,1400.900097,1397.12011,1395.400101,1400.680092,1402.920109,1397.580105,1396.220108,1404.160103
1_progesterone,-0.02789881,8.040206688,0.024836647,0.874774786,0.9988429,315.2 -> 109.1,pos2,1669.040121,1715.696126,1966.440136,1901.060139,1579.520115,1727.440125,1465.720116,1570.320133,1630.860123,1806.560123,1834.100132,1573.100109,1835.000118
1_Propionylcarnitine,-0.018621003,7.776505032,0.011031867,0.916349865,0.9988429,218.1 -> 159.1,pos2,1406.928107,1436.792107,1511.920101,1492.320118,1314.360096,1492.360107,1370.820099,1226.620083,1424.860107,1384.780106,1480.520111,1587.880123,1444.08012
