lipid,logFC,logCPM,LR,PValue,FDR,Transition,type,abe_average,veh_average,Blank,veh_N3,Abe_N3,veh_N4,Abe_N4,veh_N5,Abe_N5,veh_N6,Abe_N6,veh_N7,Abe_N7
1_Cryptoxanthin,0.093892489,9.400386541,0.41772804,0.51807289,0.999974153,552.4 -> 551.4,pos2,1832.036122,1716.672124,1224.840092,1712.440136,1895.100128,1401.420097,1474.240101,1604.920128,1631.300106,1529.900108,2327.520161,2334.680149,1832.020115
1_CTP,2.41E-05,8.909178647,2.73E-08,0.9998682,0.999974153,482 -> 159,neg1,1225.896085,1225.860085,1229.76009,1228.280094,1228.920078,1225.080082,1226.140083,1225.020081,1221.400089,1226.560078,1225.400093,1224.360088,1227.620083
1_Cytidine,0.003270582,9.09888242,5.04E-04,0.982089762,0.999974153,242.1 -> 110,neg2,1400.444096,1397.240096,1398.660095,1395.640095,1404.580097,1398.3601,1399.060101,1396.820099,1399.500099,1396.240089,1397.380096,1399.140095,1401.700089
1_D-(-)-Arabinose; 2_D-(+)-Xylose; 1_L-(+)-Arabinose; 1_Ribose; 1_Ribulose,0.002784642,11.23933619,3.73E-04,0.984583485,0.999974153,149 -> 71,neg1,6182.504438,6170.504439,6151.62043,6185.560452,6176.580433,6157.260437,6205.520443,6204.100422,6150.060448,6155.380436,6191.500439,6150.220448,6188.860428
1_D-(+)-Xylose,9.35E-04,8.908846672,4.10E-05,0.994889559,0.999974153,149 -> 77,neg1,1225.460087,1224.648087,1234.900089,1226.380081,1227.740082,1230.320084,1224.160076,1223.220089,1222.520096,1220.420097,1226.120094,1222.900082,1226.760086
1_D-Biotin,0.003779541,9.100184293,6.73E-04,0.979302995,0.999974153,243.1 -> 200.1,neg2,1401.720097,1398.028099,1402.300095,1398.760094,1405.000095,1399.340107,1402.400105,1396.720089,1396.880096,1397.080097,1400.400089,1398.240108,1403.920097
1_D-Erythrose 4-phosphate,9.14E-04,9.102702968,3.94E-05,0.994992334,0.999974153,199 -> 97,neg2,1402.200104,1401.304098,1410.560093,1405.880089,1407.520107,1399.200092,1403.520107,1397.580105,1397.320095,1402.8801,1400.3801,1400.980103,1402.260109
1_D-Fructose 6-phosphate,1.84E-04,10.11547783,1.61E-06,0.99898753,0.999974153,259 -> 97,neg2,2831.164197,2830.784203,2843.380207,2847.540203,2846.400208,2819.160191,2826.040199,2836.300205,2820.340179,2828.240223,2823.740192,2822.680195,2839.300205
1_D-Galactose,0.00238195,8.912674108,2.66E-04,0.986980782,0.999974153,179.1 -> 91,neg1,1228.776091,1226.724085,1243.84008,1226.880089,1230.460091,1227.380077,1226.980099,1225.040085,1228.300087,1229.500084,1226.320087,1224.820091,1231.820091
1_D-Glucose; 1_D-(+)-Mannose; 1_D-Fructose,0.022081182,10.63556892,0.023400597,0.878419932,0.999974153,179.1 -> 89,neg1,4126.788294,4064.440289,3727.420246,4179.000298,4068.340271,4099.100292,4339.380306,4102.820293,4044.52029,3985.160275,4023.960289,3956.120289,4157.740314
1_D-Lactose,0.009529012,8.917044958,0.004261994,0.947947921,0.999974153,341.1 -> 143,neg1,1236.788084,1228.608083,1235.480083,1229.920086,1241.440083,1229.340084,1230.120087,1229.620083,1230.820091,1226.460083,1234.060078,1227.700081,1247.50008
1_D-Mannitol,0.001090719,9.907818189,5.67E-05,0.993990547,0.999974153,181.1 -> 163.1,neg1,2452.584177,2450.696171,2457.140171,2452.560165,2454.86018,2451.400185,2454.360176,2446.160175,2443.140171,2446.560158,2455.220192,2456.800171,2455.340164
1_D-Ribulose 5-phosphate,0.001700383,9.105664681,1.36E-04,0.990687433,0.999974153,229 -> 139,neg2,1404.252101,1402.612098,1425.760094,1416.440098,1405.640102,1402.900108,1404.580101,1397.480083,1398.320103,1397.220093,1400.940102,1399.020107,1411.780098
1_D-Sorbitol,0.009835577,8.914167794,0.004540399,0.946277215,0.999974153,181.1 -> 73,neg1,1234.856087,1226.45209,1228.860085,1231.780083,1243.400085,1227.260086,1227.360085,1225.240097,1240.520081,1224.500092,1226.860096,1223.480095,1236.140087
1_D-Xylulose 5-phosphate,0.00369222,9.10461977,6.42E-04,0.979780827,0.999974153,229 -> 161,neg2,1402.872098,1399.252097,1438.0401,1398.240097,1407.440098,1402.360088,1400.320103,1398.540108,1399.720093,1396.800098,1401.000095,1400.320095,1405.8801
1_D(-)-hydroxy butyric acid,0.019170285,9.24550626,0.017364665,0.895162219,0.999974153,103 -> 59,neg2,1572.636111,1551.824111,1412.580097,1545.360107,1586.840111,1564.66011,1591.62011,1536.280109,1564.160107,1556.340115,1538.000111,1556.480114,1582.56012
1_Dihydroxyacetone phosphate; 1_Glyceraldehyde 3-phosphate,-0.00216748,10.10647449,2.24E-04,0.988045912,0.999974153,169 -> 97,neg2,2812.576198,2816.916199,2812.260193,2865.140202,2826.2402,2808.280197,2802.680206,2794.220207,2811.840183,2806.640198,2805.680199,2810.30019,2816.440201
1_Diphenylamine,0.002936203,9.10001172,4.06E-04,0.983920461,0.999974153,168.1 -> 166.1,neg2,1401.248095,1398.368096,1401.100113,1397.820095,1403.740097,1399.300098,1399.260105,1397.800102,1396.660099,1396.560085,1401.960091,1400.3601,1404.620083
1_DL-3,0.009920256,8.911792344,0.004618695,0.945816695,0.999974153,183 -> 139,neg1,1233.020088,1224.556085,1225.180096,1228.540092,1237.400078,1230.760078,1221.480087,1220.960083,1235.12009,1219.58009,1237.460087,1222.940083,1233.640099
1_DL-Homoserine,0.003144335,9.098188448,4.66E-04,0.982781129,0.999974153,118.1 -> 100,neg2,1399.6561,1396.580099,1398.520096,1396.460098,1402.940094,1398.040104,1399.920109,1395.7201,1394.080101,1395.740093,1398.760101,1396.940098,1402.580097
1_Dulcitol (i.e. Galactitol),0.003563667,8.910395035,5.96E-04,0.980523034,0.999974153,181.1 -> 101,neg1,1228.536086,1225.48809,1229.82008,1228.360088,1239.300091,1226.100105,1226.460091,1226.100086,1224.380085,1222.66008,1225.460083,1224.220089,1227.080082
1_Elaidic acid,0.002061262,8.915106924,1.99E-04,0.9887329,0.999974153,281.2 -> 96,neg1,1232.576085,1230.804085,1227.220097,1233.740089,1234.16008,1231.020081,1237.660084,1231.540085,1227.660091,1229.200085,1229.500095,1228.520084,1233.900074
1_FAD,-0.001814686,8.971234806,1.55E-04,0.990074696,0.999974153,784.1 -> 784,neg1,1279.516087,1281.120094,1279.140091,1289.040092,1282.240086,1273.08009,1286.200089,1297.640099,1270.220097,1278.960091,1280.200085,1266.8801,1278.720081
1_FMN,-0.026643338,9.519886777,0.033695979,0.854355001,0.999974153,455.1 -> 213,pos1,1895.388141,1929.656141,1474.040104,1651.960125,1916.040134,1655.660122,2080.420162,2401.36018,2008.280159,2156.520153,1702.540131,1782.780125,1769.660118
1_Folic acid,0.002550901,9.100553571,3.07E-04,0.98603019,0.999974153,440.1 -> 396.1,neg2,1401.540098,1399.044099,1402.12009,1402.120098,1406.640099,1399.020103,1400.42009,1397.100098,1396.900108,1400.960094,1399.120098,1396.020103,1404.620094
1_Fumaric acid,0.002660025,10.09946602,3.38E-04,0.985330225,0.999974153,115 -> 85,neg2,2803.232197,2798.012198,2802.48019,2798.800209,2810.900192,2801.380192,2802.400204,2796.0802,2794.640209,2795.740189,2799.900196,2798.0602,2808.320183
1_gabapentin,0.17458805,9.109089218,1.435275491,0.230905401,0.999974153,174.1 -> 93.1,pos2,1489.008108,1319.656089,1452.320099,1371.000088,1333.900105,1273.380093,1551.380108,1373.940094,1454.940105,1354.660084,1748.560131,1225.300087,1356.26009
1_GDP,-0.007895502,8.919434202,0.002925898,0.956862206,0.999974153,442 -> 344,neg1,1227.708086,1234.512086,1274.44009,1262.460087,1228.120094,1229.580097,1226.880077,1229.260086,1223.380089,1223.120083,1226.700089,1228.140079,1233.460083
1_GDP,-0.007895502,8.919434202,0.002925898,0.956862206,0.999974153,444 -> 152.1,pos1,1457.5921,1408.572095,1260.180084,1508.060097,1341.120087,1428.060101,1428.420094,1326.480083,1508.020107,1429.980106,1460.800102,1350.28009,1549.600109
1_Glutamic acid,0.002180391,9.105300456,2.24E-04,0.988058454,0.999974153,146 -> 128,neg2,1406.764107,1404.660104,1399.060085,1422.020103,1411.040104,1403.600098,1406.240101,1395.220104,1398.120106,1396.48011,1398.840111,1405.980103,1419.580112
1_Glutamine,-0.005152712,9.113165401,0.001251234,0.971782485,0.999974153,145.1 -> 127.1,neg2,1410.492102,1415.5961,1410.540096,1444.700104,1403.680107,1410.120102,1407.340103,1407.480099,1413.040104,1410.080097,1401.900101,1405.600098,1426.500095
1_Glyceric acid,0.003672607,8.908694867,6.33E-04,0.979928085,0.999974153,105 -> 75,neg1,1227.316084,1224.176089,1226.620087,1228.600086,1227.860081,1224.540089,1223.400082,1223.520084,1224.500092,1221.280098,1224.800087,1222.940086,1236.020081
1_Glycerol,0.003688559,9.099330333,6.41E-04,0.979801283,0.999974153,91 -> 59,neg2,1400.808098,1397.2081,1401.840099,1398.760094,1405.760094,1398.800095,1400.580097,1397.180103,1396.560101,1395.920105,1399.3601,1395.380104,1401.780098
1_Glycine,0.060914009,9.087039605,0.17475781,0.67591755,0.999974153,76 -> 48,pos1,1415.8161,1357.052096,1395.220089,1272.340084,1324.8601,1435.380093,1366.920094,1306.940102,1465.960102,1445.260105,1519.820095,1325.340096,1401.520107
1_Glycolic acid,-0.006194497,9.075995839,0.001807078,0.966092348,0.999974153,75 -> 73,neg2,1375.372095,1381.216097,1361.300095,1359.240101,1405.240089,1399.680096,1359.560097,1354.280098,1353.100101,1396.880096,1399.460094,1396.000095,1359.500092
1_GTP,-0.016853562,8.923508252,0.013334088,0.908069967,0.999974153,522 -> 424,neg1,1231.316085,1245.792091,1238.040085,1254.740097,1230.720085,1230.020092,1227.020073,1232.900082,1229.680077,1276.680092,1229.760101,1234.62009,1239.400089
1_Guanine,7.37E-04,9.245867538,2.57E-05,0.995956988,0.999974153,152 -> 135,pos1,1524.216104,1523.600105,1801.660122,1543.500099,1489.700108,1399.360096,1516.680107,1536.400108,1606.260113,1608.880112,1551.900101,1529.860107,1456.540092
1_Guanosine,3.63E-04,8.90826812,6.18E-06,0.998016266,0.999974153,282.1 -> 150,neg1,1225.204087,1224.888088,1229.580086,1229.140087,1227.020092,1224.560093,1224.900089,1224.500088,1225.220078,1220.820087,1223.000084,1225.420086,1225.880093
1_Hexanoylcarnitine,-0.161650975,9.132148522,1.229020911,0.267597532,0.999974153,260.2 -> 201.1,pos2,1268.056094,1419.440105,2316.900158,1642.540119,1245.280094,1215.62009,1158.980083,1284.320095,1336.620106,1403.260105,1445.860107,1551.460117,1153.540077
1_Histidine,0.001077736,9.105024899,5.47E-05,0.994097368,0.999974153,154.1 -> 137,neg2,1405.032095,1404.000095,1407.920097,1417.580093,1414.800098,1399.800098,1404.160107,1403.640095,1400.040096,1400.500088,1402.840092,1398.480099,1403.320084
1_Homocysteine,0.003675296,9.100653706,6.36E-04,0.979873575,0.999974153,134 -> 33,neg2,1402.408099,1398.812099,1399.940105,1399.180096,1405.900097,1401.180099,1402.680096,1398.240105,1397.780106,1397.920094,1400.580101,1397.5401,1405.100098
1_hydrocortisone,0.002673107,9.099464299,3.37E-04,0.985361179,0.999974153,361.2 -> 331.2,neg2,1400.460095,1397.836102,1401.860107,1397.620094,1402.66011,1403.5201,1399.820091,1396.180103,1395.680092,1396.500118,1399.320087,1395.360096,1404.820095
1_Hydroxybupropion,0.045754829,9.147650361,0.098671705,0.753429501,0.999974153,256.1 -> 238.1,pos2,1444.252103,1398.776101,1700.040112,1245.000092,1383.420086,1457.840107,1447.240101,1383.780087,1382.640106,1340.840103,1602.720119,1566.420116,1405.240101
1_Hypotaurine,0.003525157,9.100520741,5.85E-04,0.980695668,0.999974153,108 -> 81.8,neg2,1400.984102,1397.7881,1399.5201,1398.320099,1404.440105,1400.100113,1400.420094,1397.060089,1398.260101,1397.460106,1399.220112,1396.000095,1402.580097
1_Hypotaurine,0.003525157,9.100520741,5.85E-04,0.980695668,0.999974153,108 -> 65,neg2,1401.936099,1398.488099,1402.5201,1399.260101,1406.760101,1401.000095,1400.060101,1397.580101,1398.080097,1397.340096,1401.160095,1397.260101,1403.620102
1_Inosine,-0.066788261,8.939821191,0.209470778,0.647182519,0.999974153,267.1 -> 135,neg1,1225.984086,1284.884092,1228.34008,1529.900101,1226.740086,1225.300091,1221.380093,1221.960083,1222.44009,1224.340088,1222.440075,1222.920097,1236.920086
1_ketoisovaleric acid,0.002671233,9.098894096,3.36E-04,0.985371482,0.999974153,115 -> 114,neg2,1400.168105,1397.552095,1398.640099,1398.220089,1405.360107,1402.040092,1398.920101,1395.920097,1395.400105,1395.960094,1399.8601,1395.620102,1401.300114
1_Kynurenine,0.001461612,8.907086846,1.00E-04,0.992011297,0.999974153,207.1 -> 190.1,neg1,1224.804089,1223.552087,1227.200089,1227.220093,1226.660088,1223.160088,1224.440094,1223.320084,1221.700085,1221.000088,1224.44009,1223.060081,1226.78009
1_L-(-)-3-Phenyllactic acid,0.00254547,9.099654238,3.05E-04,0.98606004,0.999974153,165.1 -> 147,neg2,1400.760104,1398.272097,1400.260094,1401.540089,1404.440105,1399.200104,1398.940109,1396.660095,1397.580105,1397.480099,1399.200096,1396.480099,1403.640106
1_L-Arabitol; 2_Ribitol; 2_Xylitol,0.001857057,10.49294653,1.65E-04,0.989740918,0.999974153,151.1 -> 71,neg1,3681.484261,3676.700271,3685.120266,3684.700283,3687.520252,3678.52026,3681.420258,3674.88026,3671.640263,3669.020283,3678.740265,3676.380268,3688.100269
1_L-Aspartic Acid,0.002721141,9.09977143,3.49E-04,0.985098069,0.999974153,132 -> 115,neg2,1401.092101,1398.428103,1399.020096,1399.560097,1408.2001,1400.800102,1401.000103,1395.96011,1396.460098,1401.920109,1398.300106,1393.900097,1401.500099
1_L-Dihydroorotic acid,0.002273072,9.10233411,2.43E-04,0.98755138,0.999974153,157 -> 113,neg2,1402.940099,1400.700099,1405.860104,1399.920101,1414.000099,1400.740097,1401.120098,1395.940105,1395.840103,1405.500099,1399.420097,1401.400093,1404.320095
1_L-Glutamate,-0.002918115,9.104126582,4.01E-04,0.984018807,0.999974153,146.1 -> 128,neg2,1402.740095,1405.628101,1401.740105,1427.500103,1409.3601,1403.060101,1399.000084,1399.520092,1401.240086,1399.640099,1402.200108,1398.420113,1401.900097
1_L-Lysine,-0.160317376,10.53730923,1.223701714,0.268635411,0.999974153,147.1 -> 130.1,pos1,2182.752149,2440.288168,18709.72123,2879.120186,2050.740128,2291.680164,1907.400158,1753.120113,1666.980129,2735.220188,2466.900181,2542.300186,2821.74015
1_L-Phenylalanine,-9.33E-04,9.109055329,4.10E-05,0.994888017,0.999974153,164.1 -> 147,neg2,1407.0281,1408.000099,1421.540096,1435.200096,1415.920101,1402.520107,1408.380104,1402.460094,1400.740089,1398.740105,1400.760101,1401.080093,1409.340103
1_L-Serine,-0.007458132,9.106195502,0.002620985,0.959169696,0.999974153,104 -> 74,neg2,1402.060097,1409.420097,1408.760105,1448.28009,1404.280098,1401.500107,1399.160095,1397.920097,1396.000092,1404.94009,1397.600098,1394.460102,1413.260101
1_L-Threonine,-0.007135646,8.928298326,0.002390342,0.961006059,0.999974153,118.1 -> 74,neg1,1236.512088,1242.684089,1273.100086,1257.940086,1230.420086,1244.76009,1235.200096,1234.240089,1238.340088,1242.800098,1244.300079,1233.68008,1234.300091
1_L-Tryptophan,0.004959588,8.91438614,0.001154391,0.972896031,0.999974153,203.1 -> 159.1,neg1,1229.76809,1225.540089,1261.08009,1231.42009,1231.260078,1222.560089,1228.440098,1222.680092,1228.200089,1221.62009,1225.12009,1229.420086,1235.820095
1_L-Tyrosine,-2.34E-04,8.911750874,2.57E-06,0.998721873,0.999974153,180.1 -> 163,neg1,1228.676083,1228.900085,1225.040077,1245.28009,1232.400085,1224.660084,1226.360081,1222.460079,1222.660088,1224.300083,1225.540085,1227.800087,1236.420074
1_Lactic acid,0.00367298,9.120828226,6.36E-04,0.97988235,0.999974153,89 -> 45,neg2,1422.216102,1418.628098,1419.140106,1426.780109,1418.800098,1421.58009,1427.740108,1406.180096,1428.780106,1420.520107,1422.100098,1418.080086,1413.660099
1_Lauric acid,0.003131507,9.099425252,4.62E-04,0.982851179,0.999974153,199.2 -> 176.6,neg2,1400.728092,1397.664102,1400.960094,1398.260101,1404.78009,1399.200096,1400.120098,1397.360107,1396.820091,1397.500107,1399.280098,1396.000099,1402.640083
1_Malic acid,0.003019469,9.109854128,4.30E-04,0.983462969,0.999974153,133 -> 115,neg2,1410.860101,1407.920098,1411.080101,1419.140091,1414.960102,1407.760101,1411.420094,1400.880104,1407.000111,1401.60009,1404.940098,1410.220104,1415.980099
1_Maltose; 1_Sucrose,0.009898678,9.923952449,0.004673174,0.945498574,0.999974153,341.1 -> 179.1,neg1,2490.676179,2473.588174,2455.260174,2469.760185,2498.040169,2478.180176,2485.340187,2506.180172,2511.100185,2454.980175,2492.760181,2458.840164,2466.140171
1_Margaric acid,0.086235591,9.443380714,0.352000116,0.552983091,0.999974153,271.3 -> 71.1,pos1,1741.900126,1639.488117,2636.78017,1376.320103,1563.000111,1654.080128,1615.880119,1748.740116,1790.620132,1975.180145,1722.200108,1443.120094,2017.800159
1_meso-Erythritol,0.002821065,8.908289682,3.73E-04,0.984581408,0.999974153,121.1 -> 89,neg1,1226.66409,1224.25209,1225.600086,1226.040092,1227.200085,1224.760082,1226.500088,1224.020092,1227.560089,1221.300091,1224.500103,1225.140091,1227.560085
1_Methionine,0.00288677,9.098381559,3.93E-04,0.984191387,0.999974153,148 -> 100,neg2,1399.616103,1396.792096,1399.720093,1397.180084,1403.940105,1398.580097,1400.340103,1396.780106,1395.7201,1395.780094,1397.320103,1395.640099,1400.760101
1_myo-Inositol,0.001658931,8.90773249,1.29E-04,0.990932802,0.999974153,179.1 -> 161,neg1,1225.360085,1223.936089,1228.520081,1226.44009,1229.040096,1224.32008,1225.50008,1223.980091,1220.880085,1222.020092,1224.84008,1222.92009,1226.540081
1_NAD,-0.003764601,8.961675803,6.66E-04,0.979413577,0.999974153,662.1 -> 540.1,neg1,1270.308087,1273.61209,1269.680096,1277.000092,1273.440086,1269.100094,1269.000095,1266.200092,1263.960083,1280.320091,1267.560089,1275.440083,1277.580082
1_NADH,0.001275595,8.958962805,7.64E-05,0.99302406,0.999974153,664.1 -> 408,neg1,1269.696089,1268.556084,1271.600094,1269.940079,1271.760086,1269.840088,1271.340096,1268.040089,1265.520088,1265.500084,1268.980087,1269.460083,1270.880089
1_NADP,-0.002280005,8.960109244,2.44E-04,0.987531404,0.999974153,742.1 -> 620,neg1,1268.900087,1270.916088,1275.080082,1281.280087,1270.640079,1274.020084,1267.960091,1267.020096,1265.060085,1265.480087,1268.680092,1266.780087,1272.160088
1_NADPH,9.57E-04,8.958451161,4.30E-05,0.994768338,0.999974153,744.1 -> 408,neg1,1268.78409,1267.924093,1274.380089,1269.980095,1272.2001,1268.180092,1270.360085,1269.980099,1264.140087,1265.240086,1267.200096,1266.240093,1270.020081
1_Nonanoic acid,0.003019253,8.959495191,4.28E-04,0.983488138,0.999974153,159.1 -> 103.1,pos2,1276.74409,1273.772091,1215.660072,1269.220093,1300.98008,1270.520092,1174.820091,1342.660088,1309.160099,1320.200104,1228.92009,1166.260078,1369.840092
1_O-Phosphoethanolamine,-0.011199304,8.93222923,0.005888859,0.938831256,0.999974153,140 -> 79,neg1,1239.800081,1249.676089,1259.800083,1314.940086,1243.32008,1238.180088,1229.820076,1233.320091,1261.800083,1232.660095,1237.360085,1229.280083,1226.700081
1_Ornithine,-0.12922069,9.163553174,0.78677675,0.375076549,0.999974153,133.1 -> 116.1,pos1,1358.600098,1485.824103,1873.400124,1472.32011,1463.840118,1552.780113,1257.960091,1454.800095,1413.3801,1414.920105,1347.880096,1534.300091,1309.940083
1_Oxaloacetate,0.001494499,9.122760549,1.05E-04,0.991814547,0.999974153,131 -> 87,neg2,1409.336098,1407.872102,1559.100109,1418.660103,1414.780106,1404.080116,1402.180099,1405.100101,1406.260098,1410.520096,1405.760098,1401.000095,1417.700092
1_Oxoglutaric acid,-0.002331695,8.926193152,2.55E-04,0.987253993,0.999974153,145 -> 100.9,neg1,1235.620082,1237.660084,1282.940094,1255.62009,1245.240082,1235.200089,1229.420082,1223.900085,1226.540085,1227.720062,1239.900085,1245.860092,1237.000076
1_Palmitic acid,0.003637224,8.910419205,6.21E-04,0.980121087,0.999974153,255.2 -> 80,neg1,1228.616083,1225.504091,1229.560093,1227.340099,1228.00008,1225.880093,1227.040085,1224.140091,1226.700073,1222.880081,1228.840088,1227.28009,1232.500088
1_Palmitoleic acid,-6.18E-04,8.91051714,1.79E-05,0.996621886,0.999974153,253.2 -> 71,neg1,1226.592085,1227.108089,1232.620094,1231.160088,1229.980091,1229.240101,1225.800091,1224.960083,1223.800087,1223.260086,1225.460083,1226.92009,1227.920074
1_Pantothenic acid,-0.015763308,8.921488147,0.011664507,0.913993831,0.999974153,218.1 -> 146.1,neg1,1230.952087,1244.600082,1227.0401,1280.120079,1226.58009,1233.640079,1241.000084,1224.660084,1224.080097,1238.320084,1234.080086,1246.260082,1229.020081
1_Phosphoenol pyruvate; 2_phosphoenol pyruvate,0.003032281,8.918805318,4.32E-04,0.983425438,0.999974153,167 -> 79,neg2,1415.1201,1405.904099,1431.400108,1400.900108,1420.10009,1413.600094,1421.180103,1409.78009,1403.360107,1402.620098,1408.900097,1402.620102,1422.060104
1_Phosphoenol pyruvate; 2_phosphoenol pyruvate,0.003032281,8.918805318,4.32E-04,0.983425438,0.999974153,167 -> 79,neg1,1234.88009,1232.276087,1243.260082,1235.660076,1240.580086,1231.640095,1228.60009,1228.900082,1233.840088,1236.28009,1237.94009,1228.900093,1233.440094
1_progesterone,0.035272682,9.409188792,0.058813946,0.808380463,0.999974153,315.2 -> 109.1,pos2,1611.33611,1572.380115,3176.36021,1648.080132,1657.040112,1534.360111,1287.120083,1475.780109,1671.480114,1585.700108,1695.000118,1617.980114,1746.040123
1_Propionylcarnitine,-0.061030908,9.060695488,0.175382768,0.675371617,0.999974153,218.1 -> 159.1,pos2,1344.260101,1402.768099,1251.560089,1540.920116,1362.860107,1455.760105,1155.660091,1310.340088,1405.840084,1436.220097,1483.880119,1270.60009,1313.060101
1_Pyroglutamic acid,0.002696224,9.10526711,3.43E-04,0.985233718,0.999974153,128 -> 82,neg2,1406.496101,1403.852097,1403.780079,1406.76009,1410.020107,1413.2201,1411.820095,1396.780094,1397.980103,1401.080101,1400.620094,1401.420097,1412.040104
1_Pyruvate,0.00280977,9.103928248,3.72E-04,0.984612429,0.999974153,87 -> 43,neg2,1403.344101,1400.576098,1421.580101,1399.380093,1405.500107,1402.400101,1400.780109,1399.860088,1397.700092,1402.520103,1403.560101,1398.720104,1409.180096
1_Quinic acid,6.16E-04,8.907220277,1.78E-05,0.996635596,0.999974153,191.1 -> 127.6,neg1,1224.612088,1224.072091,1226.780087,1226.100094,1227.400089,1223.960094,1224.460094,1224.100094,1220.960087,1222.160084,1223.700085,1224.040089,1226.540085
1_Raffinose,4.73E-06,8.911288405,1.05E-09,0.999974153,0.999974153,503.2 -> 179.1,neg1,1228.348093,1228.320087,1224.880085,1227.360092,1228.0201,1237.620087,1224.020092,1225.420086,1229.080101,1221.040085,1231.840092,1230.160084,1228.780083
1_Ranitidine,0.001585143,9.116136431,1.18E-04,0.991317375,0.999974153,349.1 -> 313.1,neg2,1417.964103,1416.356102,1400.880104,1412.740089,1408.940102,1414.080101,1421.640114,1410.920105,1401.300095,1422.12011,1418.980106,1421.920105,1438.960098
1_Retinyl palmitate,0.008876018,9.098048856,0.003712339,0.951415777,0.999974153,525.5 -> 269.2,pos2,1410.8681,1402.304098,1309.300098,1348.900101,1275.100094,1388.400093,1584.96011,1457.060108,1416.320103,1366.240086,1478.8801,1450.920101,1299.080093
1_Ribitol,0.002136744,8.906648254,2.14E-04,0.988321494,0.999974153,151.1 -> 101,neg1,1224.908086,1223.076089,1224.860085,1222.960083,1227.260086,1225.720089,1230.220089,1222.78009,1220.640091,1221.020103,1221.920086,1222.900078,1224.50008
1_Spermidine,-0.120336355,9.103819094,0.681962874,0.408911634,0.999974153,146.2 -> 84.1,pos2,1335.684093,1452.324103,1505.280117,1621.200115,1368.640087,1251.500088,1239.680088,1299.660099,1282.200085,1463.500099,1314.400105,1625.760113,1473.500103
1_Sphingosine,0.001125067,9.099332481,5.96E-05,0.993838481,0.999974153,298.3 -> 268.3,neg2,1399.640101,1398.5201,1401.120106,1398.380096,1404.900097,1404.760098,1397.940109,1396.660107,1396.920105,1396.460102,1397.720097,1396.340099,1400.720097
1_Stearic acid,0.006994684,9.107132948,0.002305392,0.961704685,0.999974153,283.3 -> 265.3,neg2,1409.656099,1402.816101,1413.240097,1405.720104,1417.560104,1407.000111,1408.460102,1398.220093,1404.980099,1399.820103,1403.700092,1403.320095,1413.580097
1_Succinic acid,0.001869244,9.099896977,1.65E-04,0.989763023,0.999974153,117 -> 99,neg2,1400.860103,1399.0201,1398.520107,1399.320084,1403.140106,1400.080097,1401.0401,1400.48011,1397.280094,1398.800102,1401.200111,1396.420105,1401.640102
1_Succinyl-CoA,0.01167728,9.067524083,0.006420537,0.936135252,0.999974153,866 -> 426,neg2,1375.388094,1364.252097,1357.420101,1355.560101,1405.42009,1356.600098,1357.180096,1353.940098,1353.680088,1401.58009,1400.140099,1353.580101,1360.5201
1_Taurine,-0.178069105,9.064986252,1.492343847,0.221853155,0.999974153,124 -> 80,neg1,1295.112091,1467.392104,1227.380096,2092.960155,1297.540081,1304.340084,1272.28009,1262.26009,1286.140099,1314.460091,1295.380089,1362.940102,1324.220097
1_Testosterone propionate,-0.074958919,9.504137886,0.266428561,0.605737649,0.999974153,345.2 -> 271.2,pos2,1779.024117,1873.360133,2123.940151,1706.880116,1925.720119,1801.420132,1692.660118,1574.560104,1778.960114,2148.940166,1635.880108,2135.000145,1861.900124
1_Theanine,0.00226371,9.100757633,2.41E-04,0.987602792,0.999974153,173.1 -> 155.1,neg2,1401.744102,1399.516102,1400.840103,1398.660103,1404.840103,1402.000099,1401.080105,1397.5401,1399.000103,1400.180103,1399.7201,1399.200104,1404.080097
1_Thiamine monophosphat,0.001537069,8.907870869,1.11E-04,0.991598939,0.999974153,345.1 -> 224,pos1,1446.012102,1341.1841,1626.98011,1356.140095,1343.960094,1315.040089,1374.960091,1362.420116,1625.920105,1279.760086,1462.220108,1392.560116,1423.000111
1_Thiamine monophosphat,0.001537069,8.907870869,1.11E-04,0.991598939,0.999974153,343.1 -> 245.1,neg1,1224.384087,1223.068089,1239.100082,1226.480099,1225.78009,1224.280094,1222.100079,1222.040081,1221.380093,1221.020081,1226.78009,1221.520088,1225.880085
1_Thymidine,0.001792596,9.108268522,1.51E-04,0.990182158,0.999974153,241.1 -> 151.1,neg2,1407.104098,1405.304103,1425.940109,1406.180103,1404.5401,1398.080097,1399.800098,1400.800098,1396.300102,1407.700104,1400.980083,1413.760113,1433.900105
1_Thymine,-5.86E-04,8.910576741,1.61E-05,0.996794462,0.999974153,125 -> 81,neg1,1227.260087,1227.776083,1226.640079,1240.620083,1233.480083,1225.920086,1225.720093,1223.540077,1222.660076,1224.380081,1224.760086,1224.42009,1229.680096
1_Trazodone,-0.140449429,10.12568652,0.942926606,0.331526328,0.999974153,372.2 -> 176.1,pos2,2834.476197,3128.872227,1589.780113,4827.260326,2711.100212,2479.220177,1941.200142,2428.640202,3278.64024,3096.460194,2621.84016,2812.780235,3619.600231
1_UDP,-0.003582404,8.9108024,6.02E-04,0.980420447,0.999974153,402.9 -> 158.9,neg1,1226.28809,1229.364082,1225.700077,1244.140087,1227.420086,1228.620083,1227.060093,1223.440079,1220.60009,1222.080086,1226.000084,1228.540077,1230.360096
